"NOME","NUM","SEQ","SENTIDO","ITINERARY_ID","COD"
"Terminal Hauer - 511 - São Francisco","105506","1","São Francisco","723","511"
"Terminal Hauer - 512 - Itamarati / 516 - Canal Belém / Salgado Filho","105507","1","Itamarati","725","512"
"Rua David Tows, 535- Xaxim","150402","1","Terminal Hauer","726","512"
"Terminal Boqueirão - 513 - Hauer / Boqueirão","104316","1","Terminal Hauer","728","513"
"Terminal Hauer - 513 - Hauer / Boqueirão","105513","1","Terminal Boqueirão","727","513"
"Terminal Hauer - 515 - Iguape II","105508","1","Boqueirão","729","515"
"Terminal Boqueirão - 515 - Iguape II","104309","1","Hauer","730","515"
"Terminal Hauer - 516 - Canal Belém / Salgado Filho","105510","1","Salgado Filho","6924","516"
"Terminal Hauer - 512 - Itamarati / 516 - Canal Belém / Salgado Filho","105507","1","Canal Belém","2324","516"
"Estação Tubo Rodoferroviária","109061","1","PUC","8053","518"
"Estação Tubo PUC","109059","1","Rodoferroviária","8073","518"
"Av. Mal. Floriano Peixoto, 5952 - Hauer","150157","1","Terminal Hauer","10901","519"
"Av. Mal. Floriano Peixoto, 6033 - Hauer","140101","1","São Francisco / Iguape","10903","519"
"Estação Tubo Osternack","109038","1","Atendimento Westphalen","3403","520"
"Terminal Sítio Cercado - 507 - Sítio Cercado (Horário)","109113","1","Osternack (Vazio)","734","520"
"Estação Tubo Osternack","109038","1","Terminal Sítio Cercado","735","520"
"Terminal Carmo - 521 -  Nivaldo Braga","104908","1","Nivaldo Braga","736","521"
"Rua Júlio Zandoná, 755 - Alto Boqueirão","150342","1","Terminal Carmo","737","521"
"Terminal Carmo - 522 - Maringá","104909","1","Maringá","738","522"
"Rua Professor João Ducke Filho, 78 - Xaxim","150808","1","Terminal Carmo","739","522"
"Terminal Carmo - 523 - Iguape I","104906","1","Iguape I","741","523"
"Rua Dr. Bley Zorning, 246 - Boqueirão","140342","1","Terminal Carmo","740","523"
"Terminal Sítio Cercado - 547 - Bairro Novo C","106105","1","Bairro Novo ""C""","8293","524"
"Terminal Sítio Cercado - 524 - Bairro Novo B/C, 542 - Bairro Novo B","106113","1","Bairro Novo ""B""","8273","524"
"Terminal Boqueirão - 507 - Sítio Cercado (Horário) / 546 - S.Cercado / Boqueirão","109102","1","Terminal Pinheirinho","6761","527"
"Terminal Pinheirinho - 508 - Sítio Cercado (Anti - Horário)","109098","1","Terminal Boqueirão","6762","527"
"Terminal Pinheirinho - 528 - Boqueirão / Pinheirinho","105917","1","Terminal Boqueirão","9074","528"
"Terminal Boqueirão - 528 - Boqueirão / Pinheirinho","104911","1","Terminal Pinheirinho","9073","528"
"Rua Santinor Pinto da Rocha, 2-106 - Alto Boqueirão","160130","1","Terminal Boqueirão","743","531"
"Terminal Boqueirão - 531 - Santa Inês","104318","1","Sta Inês","742","531"
"Terminal Boqueirão - 532 - Jd.Paranaense","104311","1","Jardim Paranaense","744","532"
"Rua Cinco de Maio Dia do Expedicionário, 102 - Alto Boqueirão","160152","1","Terminal Boqueirão","745","532"
"Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","104306","1","Pantanal","748","533"
"Rua Maria Marques de Camargo - Alto Boqueirão","160217","1","Boqueirão-Pantanal","11553","533"
"Rua Maria Marques de Camargo - Alto Boqueirão","160217","1","Pantanal-Boqueirão","1785","533"
"R. Jorge Simão, 827A - Sítio Cercado","160778","1","E.Veríssimo-Boqueirão","747","533"
"Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","104317","1","Érico Veríssimo","746","533"
"R. Jorge Simão, 827A - Sítio Cercado","160778","1","Atendimento E.Veríssimo- Pantanal Circular","2881","533"
"Terminal Sítio Cercado - 534 - Parigot de Souza","106110","1","Terminal Boqueirão","750","534"
"Terminal Boqueirão - 534 - Parigot de Souza","104308","1","Terminal Sítio Cercado","749","534"
"Terminal Boqueirão - 535 - Osternack / Boqueirão","104310","1","Osternack","751","535"
"Rua Itaguaje, 224 - Ganchinho","160756","1","Terminal Boqueirão","752","535"
"Terminal Boqueirão - 536 - Zoológico","104315","1","Zoológico","755","536"
"Rua Engenheiro Raul Suplicy de Lacerda, 337 - Alto Boqueirão","160160","1","Terminal Boqueirão","1781","536"
"Rua Maestro Carlos Frank, 3345 - Boqueirão","150125","1","Terminal Boqueirão","757","539"
"Terminal Boqueirão - 533 - Érico Veríssimo / Pantanal","104317","1","Bairro","756","539"
"Rua Cidade de Palmas, 723 - Sítio Cercado","160115","1","Terminal Sítio Cercado","7413","541"
"Terminal Sítio Cercado - 541 - Bairro Novo A","106103","1","Bairro Novo ""A""","7414","541"
"Terminal Sítio Cercado - 524 - Bairro Novo B/C, 542 - Bairro Novo B","106113","1","Bairro Novo ""B"" Circular","761","542"
"Terminal Fazendinha - 545 - Trabalhador","105307","1","Terminal Boqueirão","763","545"
"Terminal Boqueirão - 545 - Trabalhador / 540 - Boqueirão / Mondelez","104319","1","Terminal Fazendinha","764","545"
"Terminal Sítio Cercado - 508 - Sítio Cercado (Anti-horário)","109111","1","Terminal Boqueirão","766","546"
"Terminal Boqueirão - 507 - Sítio Cercado (Horário) / 546 - S.Cercado / Boqueirão","109102","1","Terminal Sítio Cercado","765","546"
"Terminal Sítio Cercado - 547 - Bairro Novo C","106105","1","Bairro Novo ""C"" Circular (Sábados)","6881","547"
"Terminal Sítio Cercado - 547 - Bairro Novo C","106105","1","Bairro Novo ""C"" Circular","767","547"
"Terminal Sítio Cercado - 688 - Pinheirinho / Zoológico","106109","1","Bairro Novo ""C"" Circular Chegada Terminal","6882","547"
"Rua Radialista Souza Moreno, 247 - Osternack","160773","1","Terminal Sitio Cercado","3741","548"
"Terminal Sítio Cercado - 548 - Osternack / Sítio Cercado","106106","1","Osternack","3742","548"
"Rua Guacui, 110 - Sítio Cercado","160183","1","Boqueirão","2163","549"
"Rua Zonardi Ribas, 750 - Boqueirão","150505","1","Bairro novo","2162","549"
"Praça Carlos Gomes - 550-Ligeirão Pinheirinho / C. Gomes","108215","1","Terminal Pinheirinho","772","550"
"Estação Marechal Floriano","108211","1","Praça Carlos Gomes","6901","550"
"Terminal Pinheirinho - 550 - Pinheirinho/C.Gomes","105704","1","Praça Carlos Gomes","773","550"
"Terminal Sítio Cercado - 548 - Osternack / Sítio Cercado","106106","1","Sambaqui - Ultima Viagem","7713","552"
"Terminal Sítio Cercado - 548 - Osternack / Sítio Cercado","106106","1","Sambaqui","7611","552"
"Rua Lúcio de Oliveira Lara, 445 - Ganchinho","160192","1","Terminal Sítio Cercado","7610","552"
"Praça Rui Barbosa - 385 - Cristo Rei","102027","1","Rui Barbosa saída","11095","560"
"Praça Rui Barbosa - 560 - Alferes Poli","102017","1","Alferes Poli","11096","560"
"Rua Maria Moscarde Fanini, 49 - Guaíra","150492","1","Rui Barbosa Chegada","11094","560"
"Rua Padre Manuel da Nóbrega, 1357 - Fanny","150628","1","Praça Rui Barbosa","779","561"
"Praça Rui Barbosa - 561 - Guilhermina","102006","1","Guilhermina","778","561"
"R. Valdeci dos Santos, 114 - Pinheirinho","170258","1","Terminal Pinheirinho - Kamyr","8197","600"
"Rua Roberto Osório de Almeida, 462 - Cidade Industrial","170945","1","Terminal Pinheirinho - Quartel General","8196","600"
"Terminal Portão-202-Cabral/C.Raso-203-Sta.Cândida/C.Raso-603-Pinheirinho-602-Circular Sul(AH)","105802","1","Terminal Pinheirinho","2665","602"
"Terminal Sítio Cercado - 602 - Circular Sul (Anti-Horário)","106102","1","Terminal Boqueirão","2662","602"
"Terminal Hauer  - 602 - Circular Sul (Anti-Horário)","105503","1","Terminal Portão","2664","602"
"Terminal Pinheirinho - 602 - Circular Sul (Anti-Horário)","105703","1","Terminal Sitio Cercado","1388","602"
"Terminal Boqueirão - 602 - Circular Sul (Anti-Horário)","104304","1","Terminal Hauer","2663","602"
"Terminal Portão-202-Cabral/C.Raso-203-Sta.Cândida/C.Raso-603-Pinheirinho-602-Circular Sul(AH)","105802","1","Anti-Horário","6661","602"
"Estação Tubo Praça Rui Barbosa - 603 -Pinheirinho / Rui Barbosa","108216","1","Terminal Pinheirinho","1343","603"
"Terminal Pinheirinho - 603 - Pinheirinho","105701","1","Praça Rui Barbosa","1344","603"
"Terminal Maracanã - 607 - Colombo / CIC (Embarque)","350808","1","Terminal CIC","792","607"
"Terminal CIC - 210 - CIC/Cabral - 601 - CIC / Tiradentes","109100","1","Terminal Maracanã","791","607"
"Terminal CIC - 210 - CIC/Cabral - 601 - CIC / Tiradentes","109100","1","Atendimento Tirandentes - Cabral","8093","607"
"Rua Lea Moreira de Souza Moura, 11 - Cidade Industrial","170154","1","Praça Rui Barbosa","2147","609"
"Praça Rui Barbosa - 860 - Vila Sandra","102031","1","CIC","2146","609"
"Terminal Sítio Cercado - 507 - Sítio Cercado (Horário)","109113","1","Terminal Capão Raso","793","610"
"Terminal Capão Raso - 507 - Sítio Cercado(H) - 610-S.Cercado / C.Raso","109097","1","Terminal Sítio Cercado","4841","610"
"Terminal Capão Raso - 507 - Sítio Cercado(H) - 610-S.Cercado / C.Raso","109097","1","Terminal Sítio Cercado - Vazio","1618","610"
"Terminal Portão - 611 - Fazendinha / Portão","105813","1","Terminal Fazendinha","797","611"
"Terminal Fazendinha - 611 - Fazendinha / Portão","105310","1","Terminal Portão","798","611"
"Terminal CIC - 612 -  Portão / CIC","105210","1","Terminal Portão","800","612"
"Terminal Portão - 612 - Portão / CIC","105809","1","Terminal CIC","799","612"
"Terminal Portão - 615 - Uberlândia","105805","1","Uberlândia","8814","615"
"Rua João Surian, 90 - Novo Mundo","170035","1","Portão","11394","615"
"Terminal Portão - 615 - Uberlândia","105805","1","Uberlândia","11393","615"
"Terminal Portão - 615 - Uberlândia (Desembarque)","105808","1","Termina Portão","11294","615"
"Terminal Portão - 616 - Portão / Linha Verde","105807","1","Estação Fanny","1963","616"
"Terminal Portão - 616 - Portão / Santa Bernadethe","105810","1","Estação Santa Bernadethe","1961","616"
"Estação  Santa Bernadethe","108207","1","Terminal Portão","1962","616"
"Estação Fanny.","108209","1","Terminal Portão","1964","616"
"Terminal Pinheirinho -  617 - Jardim Ludovica","105740","1","Jd. Ludovica","11453","617"
"Terminal Tatuquara - 617 Jardim Ludovica","171063","1","Terminal Pinheirinho","11433","617"
"Terminal Tatuquara - 619 - Santa Rita / CIC","171064","1","Atendimento Sta. Rita - Última Viagem","12313","619"
"Terminal Tatuquara - 619 - Santa Rita / CIC","171064","1","Terminal CIC","11434","619"
"Rua Enete Dubard, 1540 - Tatuquara","170486","1","Terminal Tatuquara","12033","619"
"Terminal CIC - 619 - Santa Rita/CIC - 685 - Rio Bonito/CIC - 773 - Vizinhança/Sta.Rita","105207","1","Terminal Tatuquara","11435","619"
"Rua Primo Lourenço Tosin, 1083- Novo Mundo","170302","1","Capão Raso","815","620"
"Terminal Capão Raso - 628 - Carbomafra / 667 - Terminal CIC / 620-Sta.Cruz","104806","1","Santa Cruz","814","620"
"Terminal Capão Raso - 621 - Fanny","104813","1","Terminal Hauer","816","621"
"Terminal Hauer - 621 - Fanny","105514","1","Terminal Capão Raso","817","621"
"Rua Deputado João Ribeiro Júnior, 135 - Cidade Industrial","180304","1","Terminal Capão Raso","819","622"
"Terminal Capão Raso - 622 - Rondon","104809","1","Rondon","818","622"
"Rua Jaime Rodrigues da Rocha, 1745 - Capão Raso","170209","1","Terminal Capão Raso","821","623"
"Terminal Capão Raso - 623 - Parque Industrial","104818","1","Parque Industrial","820","623"
"Rua Laudelino Afonso da Rocha, 204 - Xaxim","150443","1","Terminal Capão Raso","823","624"
"Terminal Capão Raso - 624 - Vila São Pedro","104811","1","Vila São Pedro","822","624"
"Terminal Sítio Cercado - 625 - Gramados","106112","1","Terminal Capão Raso","825","625"
"Terminal Capão Raso - 625 - Gramados","104812","1","Terminal Sítio Cercado","824","625"
"Terminal Capão Raso - 627 - Bosch","104807","1","Bosch","826","627"
"Rua Jornalista Rubens Ávila, 63 - Cidade Industrial","170344","1","Atendimento UTFPR - Capão Raso","8893","627"
"Rua Jornalista Rubens Ávila, 63 - Cidade Industrial","170344","1","Terminal Capão Raso","827","627"
"Terminal CIC - 627 - Bosch / 628 - Carbomafra","105212","1","Terminal Capão Raso","12593","628"
"Terminal CIC - 627 - Bosch / 628 - Carbomafra / 826 - Campo Comprido-CIC","105205","1","Bairro Carbomafra","12576","628"
"Rua Ciro Corrêa Pereira, 5831 - Cidade Industrial","170369","1","Terminal CIC / Sentido Capão Raso","12573","628"
"Terminal Capão Raso - 628 - Carbomafra / 667 - Terminal CIC / 620-Sta.Cruz","104806","1","Terminal CIC / Sentido BOSCH","12575","628"
"Rua Cidade de Goioerê, 164 - Alto Boqueirão","160016","1","Terminal Capão Raso","830","629"
"Terminal Capão Raso - 629 - Alto Boqueirão","104816","1","Alto Boqueirão","831","629"
"Rua Paul Garfunkel, 4164 - Cidade Industrial","170371","1","Terminal Pinheirinho","833","630"
"Terminal Pinheirinho - 630 - Vitória Régia","105728","1","Vitória Régia","832","630"
"Terminal Pinheirinho - 631 - Piratini / BR 476","105727","1","BR 476 - Piratini","3065","631"
"Rua Miguel Raicoski Sobrinho, 120 - Pinheirinho","150538","1","Terminal Pinheirinho","838","633"
"Terminal Pinheirinho - 633 - Maria Angélica","105710","1","Maria Angélica","837","633"
"Av. Quarto Centenário da Cidade do Rio de Janeiro, 36 - Cidade Industrial","160255","1","Terminal Pinheirinho","840","635"
"Terminal Pinheirinho - 635 - Londrina","105709","1","Londrina","839","635"
"Rua Inajá, 917 - Pinheirinho","160147","1","Terminal Pinheirinho","842","636"
"Terminal Pinheirinho - 636 - Rio Negro","105735","1","Rio Negro","841","636"
"Terminal Pinheirinho - 637 - Santa Joana","105731","1","Terminal Sítio Cercado","843","637"
"Terminal Sítio Cercado - 637 - Santa Joana","106115","1","Terminal Pinheirinho","844","637"
"Terminal Pinheirinho - 638 - Pinheirinho","105717","1","Pinheirinho","845","638"
"Rua Nova Esperança, 2021 - Sítio Cercado","160265","1","Terminal Pinheirinho","846","638"
"Terminal Pinheirinho - 639 - Futurama","105715","1","Futurama","847","639"
"Rua Rosa Cavichiolo Nichele, 122 - Umbara","160070","1","Terminal Pinheirinho","848","639"
"Rua Ângelo Rigolino, 46 - Tatuquara","160345","1","Terminal Pinheirinho","850","640"
"Terminal Pinheirinho - 640 - Palmeira","105712","1","Palmeira","849","640"
"Terminal Pinheirinho - 641 - Luiz Nichele","105713","1","Luiz Nichele","852","641"
"Rua Ângelo Gai, 467 - Umbara","160383","1","Terminal Pinheirinho","851","641"
"Estrada do Ganchinho (Rua da Balsa)","160180","1","Terminal Pinheirinho","11293","642"
"Terminal Pinheirinho - 642 - Ganchinho","105716","1","Ganchinho","11313","642"
"Rua Vergília Calixto, 606 - Umbará","160292","1","Terminal Pinheirinho Via Campo Belo","856","643"
"Rua Vergília Calixto, 606 - Umbará","160758","1","Terminal Pinheirinho  Via Calixto","2331","643"
"Terminal Pinheirinho - 643 - Umbará","105714","1","Umbará Via Campo Belo","855","643"
"Terminal Pinheirinho - 643 - Umbará","105714","1","Umbará Via Calixto","2330","643"
"Terminal Pinheirinho - 644 - Pinheirinho / CIC","105730","1","CIC","857","644"
"Terminal CIC - 644 - Pinheirinho / CIC","105204","1","Terminal Pinheirinho","858","644"
"Rua Prof. Manoel de Oliveira Franco Sobrinho 01 - Campo de Santana","170401","1","Terminal Pinheirinho","861","646"
"Terminal Pinheirinho - 646 - Pompéia / Janaína","105721","1","Janaina","862","646"
"Terminal Sítio Cercado - 649 - Pirineus","106111","1","Terminal Pinheirinho","866","649"
"Terminal Pinheirinho - 649 - Pirineus","105711","1","Terminal Sítio Cercado","865","649"
"Terminal Tatuquara - 650 - Rita / Pinheirinho","171065","1","Terminal Pinheirinho","11996","650"
"Terminal Pinheirinho -  650 - Santa Rita / Pinheirinho","105739","1","Santa Rita","11454","650"
"Terminal Tatuquara - 650 - Rita / Pinheirinho","171065","1","Terminal Pinheirinho","11436","650"
"Terminal CIC - 652 - Vila Verde","105202","1","Vila Verde","873","652"
"Rua Antônia Molina Bela, 246- Cidade Industrial","170747","1","Terminal CIC","874","652"
"Rua dos Palmenses - São Miguel","180863","1","Terminal CIC","2282","653"
"Rua Nossa Sra. do Equilibrio, 554 - Cidade Industrial","180870","1","Atendimento Moradias Corbélia - Início de Operação","9313","653"
"Terminal CIC - 653 - Sabará","105208","1","Moradias Corbélia","2281","653"
"Terminal Capão Raso - 654 - Campo Alegre","104817","1","Terminal CIC","879","654"
"Terminal CIC - 654 - Campo Alegre","105203","1","Terminal Capão Raso","880","654"
"Rua Ernesto Germano Fco. Hannemann, 587 - Tatuquara","170438","1","Terminal Pinheirinho","882","655"
"Terminal Pinheirinho - 655 - Jardim da Ordem","105708","1","Jd. da Ordem","881","655"
"Rua Ernesto Germano Fco. Hannemann, 587 - Tatuquara","170990","1","Atendimento Jd. Ordem - Dalagassa - Pinheirinho","5041","655"
"Rua Dolores Guedes, 209 - Tatuquara","170434","1","Atendimento Rua Dolores Guedes - Início Operação Fins Semana","9273","655"
"Terminal Pinheirinho - 655 - Jardim da Ordem","105918","1","Atendimento Pinheirinho - Dalagassa - Jd. Ordem","5042","655"
"Rua Dolores Guedes, 209 - Tatuquara","170434","1","Atendimento Rua Dolores Guedes - Início Operação Dias Úteis","9253","655"
"Terminal Pinheirinho - 655 - Jardim da Ordem","105708","1","Atendimento Rua Ernani de Abreu - Dias Úteis","9254","655"
"Terminal Pinheirinho - 655 - Jardim da Ordem","105918","1","Atendimento Rua Ernani de Abreu - Fins Semana","9274","655"
"Rua Constantino José de Almeida, 2 - Xaxim","150482","1","Terminal Capão Raso","886","657"
"Terminal Capão Raso - 657 - Xaxim / Capão Raso","104814","1","Xaxim (Jd. Esmeralda)","885","657"
"Terminal Caiuá - 658 - Capão Raso / Caiuá","105004","1","Terminal Capão Raso","888","658"
"Terminal Capão Raso - 658 - Capão Raso / Caiuá","104808","1","Terminal Caiuá","887","658"
"Terminal Pinheirinho - 659 - Caximba / Olaria","105719","1","Caximba / Olaria","889","659"
"Estrada Delegado Bruno de Almeida, 471 - Caximba","170417","1","Terminal Pinheirinho","890","659"
"Av. Pres. Wenceslau Braz, 948 - Parolin","150683","1","Praça Rui Barbosa","892","661"
